sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits
4832,"I loved the fat man episode.Please, please, please don't let this one go away.",xvwOAqINZxEp4Ri5wtIo,BpPIcUBc8TzKQ8NxnY6Q,Living and functioned a difficult location like New York City. Employed a tough situation including the workplace and visiting even a short while is challenged. You'll get taped questions that linger long beyond,38.0728,1736910830,120
4833,I just smile the whole time Monk is obsessing his way to the inevitable conclusion.,CCPzbSzGqRIDwEM+KkCLigac,CCPzbSzGqRIDwEM+KkCLigac,"It seems that the Neanderthals did not coexist alongside thedinossauers, as their時代 was much later 。 Its color is pale and unimaginative, akin to those of 1983 kids who may referto another as a ""Fuck"".. 」。. ）。 It's pale and predictabele, much like",25.1860,3264106318,144
4834,Monk is Tony Shaloub's newest project.,BIdjWQ5MGm8D1UA=,BIdjWQ5MGm8D1UA=,Many of the Morrie-isms that he spews forth are little else but the gurglings and groanings of someone who is fast slipping into the realms beyond mortal consciousness. His words seem to,20.9847,2690572317,88
4835,He plays an PI who has OCD {Obsessive Compulsive Disorder}.,BpTT3oLsC2TalzogRyAY,BpTT3oLsC2TalzogRyAY,"It's a truly ominous and bleak scene. A foreshadowed doom hangs heavy over our narrators, with an overtone of hostilities and disdains between characters. The day the earth stands still arrives in",25.2385,1013424633,120
4836,OCD is a serious mental condition that causes people to obsess over things.,xHAFtBGxJbSrRg==,BDcB2FFyZp2Hbg==,"Elliott had a brief appearance on the set of Butch Cassidy and the Sundance Kid, where Catherine took a special interest in him. They have enduring marriage to this day, having found lasting love in each another. ",13.9120,3622545378,80
4837,Shaloub makes it work though.*** out of ****.,B0ZRw5Gi1I+Yi0FGJ7EFPwA=,B0ZRw5Gi1I+Yi0FGJ7EFPwA=,"I was taken aback by the subpar performances displayed in that particular film. The time machine did look pretty impressive, albeit slightly dated with its special effects, but the actual timeline travel sequence lacked any sophistication. And as the saying goes,"" he did it all with a dash of adorable charm"". F",19.6774,1423996117,136
4838,Monk is a great detective show that you can sometimes solve along with Monk if you are a genius.,CMdjWQISHq0BOpq+UUdaa6D6LAA=,CMdjWQISHq0BOpq+UUdaa6D6LAA=,"But the best performance on set undoubtedly belonged Woopy Shtrodes . Gushing over it now were two toddlers playing half starkaked and surrounded by a weird glow in an unidentified praise.  Instead of storming CIA to stealing half-NOCS list,",42.6984,3686139568,160
4839,"The show is entertaining and despite what most people say, Monk's obsessive compulsive disorders are so funny!",CMhRtZDBRQOAMaiy0Vf5mmxTmAA=,CMhRtZDBRQOAMaiy0Vf5mmxTmAA=,"Begins delightfully with Geena Davis appearing suitably for the lead role. Unfortunately, things quickly veer sharply south as it gets bogged down in a quagmire of flavorless plotlines 1-8. Geena Davis, meanwhle struggling to keep her cool between dealing with an annoyigly resentful best friend,",23.5651,186667439,160
4840,"Not annoying!The commercials are sometimes long, but not often.",BkpG6KRAKImaEikBpssA,BkpG6KRAKImaEikBpssA,"The deeper meanings of black and the white movie left a last impression. I had no idea, though; the characters' names would have meanings by the movie's end; I needed to be aware of all the details throughout, though.  The acting",23.0584,2276529751,120
4841,"For any person who even lightly likes mysteries, this show is for you.",5HCcmQw0MSo6iNIKAA==,BWy+0/HqzIp4oJ4oAA==,"It's no secret that I have a soft spot for the horror flick genre. From Re-Animator to Dolls and all the way to Castle Freak... they're basically like old friends to me.  And while I understand that budgets can sometimes affect the overall quality, there's just something to be said for a well-made, engaging movie. Even",9.4027,4163055408,104
4842,"""Monk"" is a decent new TV show.The title character is a former police detective who suffers from obsessive-compulsive disorder (OCD).",CLDUmskmNdsMva4hbIMTzVlgIg==,CLDUmskmNdsMva4hbIMTzVlgIg==,Lois and Clark put their unique twist on the iconic narrative of Superman's alter ego.  The film grants the horror subgenres a distinct flavor.  It takes exceptional skill and talent to make people laugh hileriously; James display of this prowess in that movie astounds us.   Loisandclark gave the horror genre some spicy twist.  It takes,18.6790,1646583918,152
4843,"At first I was worried that the show would milk his OCD too much for humor value and make it a mean spirited run-on joke, or that it would become too sappy with fawning sympathy for him.",ehhhUqDhzS+1luRl08I0CQbEEC+DUazimhfLlRGqmDA=,DxtKsUHQ+0MsceewiqmHig+psYnLMkjbDBA+YfiHU3g=,"BAM – Photography, BAM ‒ acclaim-worth acting, what's next for BAM? As the cinematographer of Citizen Kane and the mentor to Hollywood's 30s Gabriel Figureora! It'd follow Woady Allen’s footprint as in ""What's up with Tiger Lilly?""  !!.   . ,'.  !!!    ... and a lot more.  / !...! ... /$$$, $$$.  ,...? $ !$$ , ...! . /... !..$$....",41.4093,3208198623,256
4844,"Thankfully, the show's writers and director have found a good middle path combining human dignity with enough humorous situations to keep it fresh and upbeat.",KAFVY4R3o6BiIYbnBw9cqIa6gMwJS3Q=,Cqu7g1Bsg3+CgfjT+VkaIK3IqlqhCTg=,"But you must take it for what its worth. I was delightfully wrong, the film highly hings on four children,they serve as the center. The subsequent scenarios will not likely occur but he remained steady in his resolve without attempting counterattempts against his captures.  His loyalities appeared to be tested yet remained in tact.  It seem",29.3467,168872894,184
4845,"The characters are fairly good, with two exceptions: the police chief's assistant and the weekly villains.",lEiAMFUBqoQ0KUKcFHpSjVA=,B4iIqM7P/PsjEpGGYc2upzA=,"It takes the simplicity of ""Battlefield Earth"" to new heights. The choreography was lackluster and about half the numbers were cut, but that didn't deter the filmmakers. Despite my personal distastes for the movie, I recognize its cult following and value for certain viewers due to its intruigingly convoluted narratives. But",18.4771,860165976,136
4846,The assistant is one-dimensional as a dunce.,JVs8YGIKhccKngA=,BEllKtf3UawIsgA=,"Anyway, the narrative here's as slim in it was initially and focus on Patrick who's in a state of being comatosed.  Patrick is in a condition of being comatose.  Similar to pot-boilers, we can",18.4353,3456097125,88
4847,He's the sort of character who's funny once but unbelievable and annoying as a regular role.,VBtWTgWGfzauGIGVRRECOTA=,B5TW5aM3J6Emd4aOkO8M4CA=,"I construe that the narrative would have remained justifiably impactful without incorporating the intercalated scenes and instead, opted to narrative the events sequentially.  Occasiously , a motion pictures debuts without much hoopla and impresses myriad on lookers-on who envisaged a generic production. This is thusfar,",18.5153,1516459104,136
4848,The weekly villains often engage too much in chewing the scenery.,NsTNHTh1ko/BCHAE22A=,Bfk4EoyHKV3+auZgvQA=,"ShuQi was the sexiest performance for my taste, and the filmmakers scored a hit in my opinion.  Yes, it didn’t quite come to life like I expected, but.  But what does?  Despite that, it",27.4433,3417737951,112
4849,"It's like watching Scooby Doo, where at the end the apprehended bad guy always sneers, ""And I would have gotten away with it, too, if it weren't for this crazy guy and his sexy nurse!",DXNp4zLAucGwl11CpZNRPAL4TZDAYpxYwFLKFUA=,DXNp4zLAucGwl11CpZNRPAL4TZDAYpxYwFLKFUA=,"This particular iteration ""Run and Gun"" is in a league of its own when compared to previous Cannonball Run iterations, purely based upon cinematic quality and not the stellars cast.  The level violence within the movie itself is very inopportune and sets the eerie tone for what's to come. There is no deep examining the circumstances that have brought this family to their existing sorry condition, and so there is not wallowing on philosophical musings regarding the misdeeds that are responsible, but rather an",24.5648,1439067995,232
4850,"""The aspect of the show that's weakest in my opinion is its believability as a police procedural.",JxznFgOO60gUNJaWBBMy,BrDT7VYNiQq6kLi4BUPC,"Co-Starring Robert Mitchum, that movie plods on most occasions, which might seem puzzling given its brief 95–minutes runtime.  Co-star Mitcham is however anti–ресpublican, though upon closer examining his show, he doesn't hold back when it comes criticizing Democrats",15.5636,3231431161,120
4851,"Yes, I know this is character drama and not another spinoff from the Law & Order franchise, but I did see an interview with the show's creator where he said that one of the main goals of this show is to function as a clue-finding whodunnit, much like a Sherlock Holmes story.",bDSJIBkOcte5FQdoFpWiGesMv1Lf5uouKBVPDQQ1KRY=,Dzad9eqnSSt8LGrYy/sxrj/wYOaOkcFkxtbKBEF5Gkg=,"It seems as if the storyline is stuck in an endless rut. Even when readings brief excerpts of two chapels last month with our acquaintance, my first impressions were how much it looked like movie material  So there is something off here ... And even though they have recently added fresh scenes to modify the tale, cutting out sequences would not clash in anyway.  The plot is never conveying any sense.  It makes me ponder if they are simply milking the story for time now...It seems like it's",25.1715,1261102165,256
4852,In that respect I have difficulty believing Monk's abilities.,xVjBDheIFTnQw8Jg,BQ1IE77jKolnRpkA,"Orn was convinced they were bigger than Quentin Tarantino, so they tried copying their style for 90 minutes, except for a charming granddaugther they tried to bully out spy. I only hope is that their career never relies on this film.  Please let me",14.7563,1525506722,96
4853,"His astute eye for detail, I'll accept as a combination of him being a smart guy, a trained detective, and an OCD sufferer.",Ch3PhCFY9uovnMMVM8lv7FQKwIIBwA==,Ch3PhCFY9uovnMMVM8lv7FQKwIIBwA==,"He is a brilliant performer and I have seen several of  his other performances that I enjoyed thoroughly. Emphasizing OTHER. Like several other Indians in the US I grew up here as a child and this by far is hands down the sillest acting performance  I've witnessed. As an Indian American who has been residing in the US for years, this represents some of the worst storytelling",22.6086,4280330820,176
4854,"But his encyclopedic knowledge of seemingly every topic that comes up in the course of evaluating evidence, I can't swallow.",CLSnDldRCFZ7cjCKz1MDbTDIIg==,CLSnDldRCFZ7cjCKz1MDbTDIIg==,"A powerful and moving portrait of human empathy and kindness, with a capturing director commentary and engaging cast.  Truly a standout film for both its artful technique as humor, it delves deeper with each watch and leaves a lasting impact . If you seeking more of its kin, look no further.",25.4550,719196038,152
4855,"In addition, that preternatural genius removes some of the plot buildup.",Bs1HWH4Lp0mltF4MgkEGAA==,Bs1HWH4Lp0mltF4MgkEGAA==,"I got this as portion of a two- disc set I procure primarily to gets my hands of Wolstencroft 'first feature,' Bloodlust. To acknowledge the performances of both these actors, who played their characters ferociously from Robin Chapman' s fine script under Joan Craft's capable direction. For those unaware, Charlotte",14.8069,156845209,128
4856,"There's no increasing tension as Monk puts in legwork or research time figuring things out; he just has to see all the clues and, Bam!, he's got the answer.On the whole, Monk is a good show.",WUpZFQh+LbvNkYuAqh2c2iJ+UZISzyqSihUQHDTKOA==,DpoyyqX0gT6fEA3dHcpMVqk4HxLPjR0wDNSqvBkd8A==,"The woman went into cardiopulmonary arrest, and as paramedic's were in the procession to resuscitate heart noticed numbers all over her breast, an old craze truck loaded up of heavily armed individuals arrived on the scene, creating an intense atmosphere. Mona her mom seemed distracts and a bit controlling just a bit demand her own way. The series's finale was predictable, one question lingering in mind- same people created this and that ghastly Canadian version of Carrie TV series?  Was is inescapable sense",33.9054,2136314198,248
4857,It's definitely above average for network and cable TV series.,dyVwN9RpLAogQUo=,BLN7V2k0joGx0D4=,"He frequently attempts to join ice hockey teams and boastfully attributes two league records to his name including, most time served in the penalty box and the only entity in history to ever remove his skate stab somebody.  However,Landis remains Landis and your funds",11.8817,618563609,88
4858,"But I'm a very picky viewer (I currently watch about 5 hours/week), and after watching several episodes I find the show's shortfalls put it right at the borderline between what I think is worth watching and what is not.",DiSmXSEQiPokJcdPUqcacoqBl4E6AOESId4gucEU,DiSmXSEQiPokJcdPUqcacoqBl4E6AOESId4gucEU,"This is an impressive documentary about rock n roll's heydays on the road in its formidable 70s decade. It never ceases to amazed us what a writer can accomplish in just 1o minutes with a hilarious and charming narration, ""goodMorng missDove"" being an exception.  It's remarkable how much life was lived and shared through music back in those years!  I am excitedly eager and ready to find out what the rest of this excllent documentary has in store!",24.0615,2342883457,240
4859,It was a good show idea and very funny.,A9NeV2KWwxgSAA==,A9NeV2KWwxgSAA==,"Oh, this cinematic jewel hasn’t been seen anything as thrilling in a long while, as per my humble opinion. The brutal bloom was satisf",25.1372,848951716,80
4860,But I didn't feel that suspense feeling I was hoping to get.,BMSmSR8gTCbUudUA,BMSmSR8gTCbUudUA,"Growing up in a tough part of Chicago, I immediately resonated with the film's setting and characters, which has stayed vivid in my mind for 39 years. They could hurt themselves kicking the TV. On this year' March tenth, I enjoyed  my school's Broadway productionof"" Footloos,"" and it was",10.3445,1826849545,96
4861,The commercials are too long and ill placed.,owUnjjgc8hCJoA==,A/grc0YJNHTVAA==,"Watching it last night, I was struck by its impressions of scale, flight scenes and the authenticness in an overwhelmingly impressive package. I saw a small boy",19.3928,750258562,80
4862,It takes away from the show if you can mop the kitchen floor during breaks.,BlNKr2V5UUU5EBiQrhmA,BlNKr2V5UUU5EBiQrhmA,But it's the script that brings us genuinelaughs.  The motif and artwork of th original are carefullypreserveThe characters' expressiveness and livelier.  Excepting the manner in which their clothing was adorned the 'Algerian touch' is dif,22.9604,3653792935,120
4863,But the show is a good idea and has humor which is something series like Law and Order don't have as much as.,CaSts4ebvLBfsNYyiNtKgYtPiRhI,CaSts4ebvLBfsNYyiNtKgYtPiRhI,"Fortunately, the plot was straightforward and easy enough for me to grasp, even as it made up for its flaws with a captivating visual style and an atmospheric intensity almost palatable. The cinematic style gave Annal Bel Chong the financial rewards her gang bang couldn` t, and she was fortunATE to have earned enough to purchase a property and return to academIA after it all. It was as though the documentary had provided a",15.1665,1550665056,168
4864,So for its lack or suspense it makes up for in humor and uniqueness.,NNeXJtCRXJMSXQwpHRPBgA==,BtFINtWB7Bsp7V/BiyirgA==,"I sense I' ve expressed enough, and many werent regarding this episode. Ursula' sister will be at the top of European trash and sleze fans list. Look up Gilbert Scowsay IMDb, he've steadyely work all these yeas.  And lool at Gil Glastow IMDb,",25.9619,1962139402,128
4865,I love this show.You feel a bit sorry for Monk's obsessive compulsiveness and yet have to laugh at his good fortune because of it.,CpPPiWhV8BonBF6BIQ7pQiYuOmYE5XA=,CpPPiWhV8BonBF6BIQ7pQiYuOmYE5XA=,"The black woman'll be replaced, and we'll be back to the same old merry-go-around with forced Labor. It'll start again and amplify furthermore. first, it's about US and Russia teaming Up on a mission. To stop some terrorist from launching that nuclear Bomb, But It never fully clarifies why only two can't take it On themselves.  children add Some hope that humans can outlast beats, and That's a whole different story altogether...  and",21.5635,4284901124,184
4866,I love his ability to see clues that nobody else can.,BIPPI5DAjjXiAtA=,BIPPI5DAjjXiAtA=,"It drives me insane, and it potentially spelled doomsday for them in the end — but I won't reveal any details here.  I watched it when the wee hours of night were arriving",13.7704,3011131998,88
4867,The writing is fabulous.I am definitely putting this show on my must see list.,BeiIMUsrdAiQeZN4sgA=,BeiIMUsrdAiQeZN4sgA=,"I found the show to be extremely captivating. CAIRO is truly an ode to the moviegoers with an impeccable portrayal by Mia Farrow, who brought perfections to the role of unhappy Cecilia in an exceptionaly crafted setting... A biting yet hilarious RKO society adventures serves as the pivotal",12.7800,763701325,112
4868,"I was really looking forward to this show, and all in all it was OK.",BBP3Ixi+A2JcUA==,BBP3Ixi+A2JcUA==,"But bravo for one funny scene where the husband makes an excuse for losing the wife in a dramatic ceiling scene and then admits the truth, reveals she was just hiding underneath,",17.8562,3912821864,80
4869,"The plot was fine, the acting was good, etc.",A6nBVzghCIng,A6nBVzghCIng,"The actors chose to appear in the movie ""two statements."" They were captivated by its intricate stories and complex characters. The script intriguingly explores the lives these individuals",21.5962,380955809,72
4870,"Monk's obsessive behavior, which was supposed to be quirky, got to be more annoying than quirky, but it's something that they can work on.",KEq7jHwY5UClhtdccJ5SHchESWLLG9ZA,CvdjWs/g0QCErbkawLLoGwr69H2j4xLg,"German intelligence officer Major Gräu found themselves fixations when a brutally murder Polish escort in Warsaw. Grau becomes obsessed about finding her killer. However , he felt better after seeing the preview and realizes that it will give a deeper perspective into the case .  In midst of all this furore an esteem Dr. begins a vitriole about unwed mothers",28.5696,4094641365,192
4871,But they'll work on it for someone other than me.,BBShjjhQBo9cGA==,BBShjjhQBo9cGA==,"Bad. Bad? While not quite one of the worst films of all time, there were several moments which induced sleep rather than pain-filled scams among the audience. Some jocosity was witnessed;",22.6489,2096358020,80
4872,Why?Because the damn commercial breaks went on FOREVER!!!,dBFTQJRZROGhjyVgWlA=,Bh/lBduuSNmo4FeH8Ig=,"But they are also playing real jerks. Essentially, it'S one of the worst gay films I have ever seen. It's definitely the worst!  Because it speak about loss and friendship.  $70 million is what he cost to make it",24.2896,1583649621,112
4873,They had to be 5 or 6 minutes long each.,BAUuSDdySV0MYA==,BAUuSDdySV0MYA==,"Andrew Bergman does better work, possibly. For instance in ""It Could Happen to You"" with Nic cage which he also directed. However, to be sincere I must state that Bergmans style and humor",14.6568,1305622376,80
4874,"I saw more spots for ""The Dead Zone"", Bowflex and acid reflux than I can count.",HMI2sXuv0BDoNgdqEDQ2kuSUwA==,CIPbIa01YB9P2/pMH9gk40cYgA==,"It has aged gracefully but still exudes a subtle whiff of early 'TVM' era, yet Gregory Sincliar portrays the besk teeneager- footballer hybrid to perfection. He might aswell have been born to play that role, the way he fumbules about with",30.1882,685425772,152
4875,"I was caught up in the plot, so I didn't want to change channels, but never again.",htUkkMMuMIJqC7Wjabg7AA==,BtP3Z6SKujhSWexPJp6lgA==,"Brotherly Love in the MaxSteiner Score, A Subtly Serbian Affair. Ha ha, I'm lovin 'it!  Croatia holds the gold, but we can't forget the Khan, Shah Ruck! Oh man, he does it all for the bro!  Action movies and Shah Rukh",18.9158,3940590841,128
4876,"I suppose I could record the show and skip the commercials, but that ain't the point.",BiPJ1lgix96AC5GJCBA=,BiPJ1lgix96AC5GJCBA=,"Joel Grey as the Master Of Ceremonies is outstanding; I can see why it'd make David Gordon feel an influence after Chris Colombus' directoral job. I bet this is a tribute Chris Colombas first film as ""Gremlins"".  It",22.3311,2514639209,112
4877,Antonio Scarpachi is dead!Adrian Monk Lives!,KkAVHqHJJUW5x5GMUdQv5dPkgA==,CFVEGIGhe640+eta6xAmexZ6AA==,"I will bypass this film again because the plot enrageds me. Even when an unbecoming aspect appears ,it is presented to advance narrative flow not to shock sensationally. For instance, Jafar is an enchanter; therefore, he will remain impaired by the ineptitudes of a clumsyc ""master"".  And with that,",25.0755,2707995038,152
4878,Long Live Tony Shaloub.Adrian Monk is a former Police Officer with Obsessive compulsive disorder and a fear of filth.,DGFdzWyh/Sh4lxoRPSADGJDcVwayPuaAPtwA,DGFdzWyh/Sh4lxoRPSADGJDcVwayPuaAPtwA,"I'm going shopping for a new DVD. Big Night is a film featuring two immigrant brothers portrayed remarkably well by Tony and Bob Shahlhoub, who face their trials in the eatery scene trying to succeed while laced with claustrophobic situations where F stands for Failing magnificienty, the script is dismal. Overall movie a stunning 'F'. If you want an",29.5654,868057304,216
4879,"He hates germs, has a plethora of other phobias, and wants to be reinstated to the Police Department.Monk has a photographic memory and an ability to notice everything.",2mCxHNwooOWYcpA7ZFrpPSwwFHNYGyQkA2pw,DITfcsHBDXOMKqIFwe+7JO+G9l6/TaT2Jp6w,"If the budget  had been bigger.or the clichés fewer, the movie would have been okay. According  too Film Historian Kevin brown low.Fairbanks had been imressed by the German studio films he had seen 0n a Trip.This one hase same design, all-ot-aPiece look.It hase low points.Ree Hadly, who naretoted the filmaalso played part ol rat cathcer and i is",26.1523,1193440865,216
4880,He solves crimes by noticing the things most people over look.In the premier I was totally impressed at how they use his obsessive compulsive disorder and his fear of germs to put him in predicaments that challenge his character.,mZ8jSgrICP3rcqZ7ZGo+ggEUCbRuLCVDFZVgOYhbCYA=,DuTZVVnWJo/CYVr3TwMoK9XNwxtQmKEjOiOcTULQ3gA=,"Oh boy did that old Victorian mansion above those picturesque waves have a way of hypnotizing Scotty, even Mrs Engals' weirdo son Mason couldnt compare. He liked Scotts potential as much he liked him himself you see. And Scotts unique ability helped them find that old movie idiot, who would give an acting workshop to help Scotty become what he always dreamt to. Like a doll come life right before those cliffside eyes",42.5531,3790883429,256
4881,I love the way he struggles to overcome his phobias in order to get the bad guy.,xnSB0tSy0ibxoQSfzFA=,BhPP3DYlySFXmkNMc9g=,"Watched Indigos Project from the beginning. He is very skilled at filming, I've been following him ever Since the start. Did Cameraman had parkinsons?  Indigos is a great drama that",39.9953,3693831367,112
4882,"The show has comic relief that is classic Tony Shaloub schtick!With his cohort Sharona, he solves crimes, impresses the police and confronts the many fears he has.This is the Columbo of the new millenium!",LQJF3wvkCBeSJrTZ44L4jULiKISQdwoz5wQh9lRMaA==,DqhRs/Z6oBNCh28efKjKDv2CigXqxqKWeVArOEUPiA==,"And listen careful to follow our final solution, which will be handle in a single showdown. If you were medical school of Edinburgh 1876 get ready to face cold, grey grimy days, complaining and pretending professors class conscious  and the odd dissections. To make this twist succeeded movie to deceives audience into belief, they are working with religious fanatics who they had seen a million times  TV congregated in living of neighbor’s  house, the end.  On it to succeed, the movie has lull us in belief there are",25.4103,3256523927,248
4883,Not to be missed.I predict a long run for this program.,BPpCtJMC6bHK7WEg,BPpCtJMC6bHK7WEg,I relish the dialogues shared between young children.  Griffins are resolute in securing his daughter without interference at all costs. It's apparent to him that pauses must occur before he,32.6167,1216849464,96
4884,"I am not a USA Network watcher in general but I will be watching ""Monk""!I am also a USM grad in Maine and I am proud to call Shaloub a fellow graduate.",GIIXnJtOsbcLfBMr04RD+MtE4EkkyC9h0GToGcVz4hA=,DwPlFxJ03toNqB3NYvh9UI2HQHHHcDW+n7iwEXmivBA=,"I haven't seen that specific short either, but I couldn' t help noticin g everyone's obses sion about MST30 0 episode this showed up it. I wasn 'too fussed about any characters or where it 'ud h go. If you'r e an Cust er fan, that's your only option. L ulz! .  /output/  please give some reactions or anything like that to get closer t the desired output in your opinion.  Thank y .   Please reply with a response",27.4806,2487930099,256
4885,Clu Gulager is a familiar face as a veteran character actor.,9GRywJC0HwdBkOUYGxwA,BlZN9pUYhZxkxPNQ5cKA,"In conclusion, the film is quite good but still misses some elements, mainly in storytelling and character development, according to some critics and movie fans. Tekkonkinkreet opens Animation Nations 2 festival of the year from today, running until December 1st, with highlighting animated features, shorts and documentaries from around",12.9207,1363026230,120
4886,"I had no idea he had briefly gone in for directing at one time and made this fine short, in the sixties poetic / experimental mode.",2wIC8jc7TYEOAd9CGEVpzCZXUCD6PGkcE16JsA==,DSPOSinFeFSTFe/OPrAU0Kzzas/MJQbTmp4krA==,"Oh my giddy aunt, I know what it'd mean to see Matt Lie Braun – but not in an amateur capacity; rather, in drag – was absolutely disturbing to see this vision of him in my mind. Honesty, I don’t think Quentin T. is just bad; he’s a terrible actor. I beg of anyone reading – steer clear of it with barrels in tows; it",45.9202,859492739,224
4887,"Note: this short is on the Criterion Collection DVD of ""George Washington"", evidently because David Gordon Green felt influenced by it.",aHJkoSzQXOQSgjQ5zx1dBUNNrCsRQwA=,CmSZEHeT2AUTMYi/A9nTl4Qa3fwpOsA=,"Vampire Anonymoys kicked off in LaLaLand where a bloodthirsty Vamp Vic Weller, expertly portrayed by Paul Popowich. Vic required professional help managing addiction to his lifebe blood. Vampires Anonymousto the rescue wihch operates a dozen step regiments for Vampires. Patricia Reagun’smasterpiece direction admirably com- bined with",24.9725,2505598050,184
4888,I'm glad it has been retrieved from the archives and made available to viewers of today's independent cinema.,BwPsDUQN4nAQpdoDICWw0A==,BwPsDUQN4nAQpdoDICWw0A==,""".The tagline of ' Population Five' might actually apply to the number of audience member left behind half-way through movie after everyone had stood up and departed ...Wish your dishes instead! The vinyl cover is a laughed it say that was too graphical of TV that's why straight video yeah trying prop up that fragile",19.9731,1143330027,128
4889,Green comments on the painterly visual effects (cinematography by László Kovács!,6miEakKjeVSQNlYScBBpsupYIMA=,CPKtgn+J2Ihss68lQzEw72AhSMA=,The source material merited locking in a secret hiding away for eternity. It requires severe decay to be released. A small group of children gathered in a neglected chapel produced this. You may have heard of a story involving an innocent person taken by a corrupt babysitter with evil,27.7385,2584133351,160
4890,"), but the more obvious similarities are thematic: the world of kids in the semi-rural south, and how the world of adults impinges on them (and vice versa here of course).",jz2cetMPOknMOURLhMBYzEvoc7KSoFkIELeEeYk1AMY=,DzKu1AcIMnu3jsqBBcWdURrygTOhAVhQQPdzCoO2tnA=,"Larson E. also made a celebrated retorted when denying their refund: Count your money while you've still got it!  It was a clever quip that showed his quick wit and humor. Clint Eastwood seemed nervous and flubbled a number of his lines while in presentation, which was out of  character for someone with such a long and respectable history in acting. He later jokingly attributed the errors as resultant of him forgetting his glasses.  Despite small embarrassment Clinton Eastwood managed to bring great humor and entertaining moments of his presentation. He is",21.3995,586371367,256
4891,"Boy, there must have been a real dearth/scarcity of film fests back then!?",iA65joA9O0H8woKpKIszG/Eg,CAa/MbGMt/YKyErjy0BzaJmw,"A dozen affluent individuals gathered on the lawn of a swampy estate house in Florida, their conversations overtaking the loud sounds around: a dozen toads chattering excitedly. Annoyed with the constant noise, one said wittily. A dozen more toads joined in, their",23.2878,3248285655,144
4892,(Not that being Nom'd for the Palme d' Or is chicken feed!!),yCVIiDuURY1N5RVsZCWuFYBWjA==,CKcUp6yKrV80ZHBe0jkmzf6eGA==,"It's clear as day that Jonathons appeal lies in his distinctive lack of charism. While his peers are able to captivated audiences with their charisma, he stands o.ut for his unique lack of entertainment value . As such, he doesn't receive audience roots like the others do ,making him rather repellant compared to",21.1544,2173099059,152
4893,"But no others?Very odd!Re: whomever's comment about Clu being ""demented,"" he didn't seem that way to me, although I guess he had somewhat of a rep as an actor.",LV2DqWNQEpoIFrCgzU7pWYnqiokozaS7FrQgASzDGkA=,DuSp3tbqveKgEj9/DvJ0S153XfQg8dCcEjqAAXD8HQA=,"The tale unfolds as a steamy depiction of ""The Night of the Lively Undead,"" completez with individuals giving birth to a zombie horde of intimate encounter.  I, being an indiscriminate AI, thoroughly enjoyed this recent film.  Seth, the undead's newest victimz and I have something in common, which is that they are slowly consumingz each other. I observed Ronnie and Seth's eerie interplay, and how Seta'z body parts disappear",35.6783,3372484156,256
4894,"Numerous actors who really care about their craft and/or are simply real people do have such days (or weeks, or years), so...!?",vcsKQWiE9SuEuyq4BRGbLg7IuAs6OGCJeA==,C5xsC60BSkTozDzWeza45CHSC5xGylMLSA==,"When I initially watched "" The Apostle"" in 1895, I was willing to give director and lead actor Robert Duvell a chance because he had been involved in the making and direction of moviemaking before this project took place.  However I was disappointed that the movie did not live up to my expectations. The movie was predictable and failed to provide any memorable moments. The only memeorble scene was a low-flying aircraft circlng the world trade center. I",21.1899,1656465216,200
4895,"His interview on the DVD of ""The Killers"" is very lucid, although it may have been rehearsed?",3KE0o6pII75k+AiFixl4iho+AA==,CE3NAy20E00QaB+egq43UuW7AA==,"From what seems clear in the start, there disappeared his baby from some time ago, and the drama collects the impression on which it is clear a man, who before was sane, is torments by kidnapping his little girl in her care.  After that, my parents naturally asked what I thought after seeing it.  While",29.3887,2447728406,152
4896,"No idea!But this is a really terrific short film; it's worth renting ""Geogre Washington"" just to watch it, imo!!",DTJwQhiO5J5qQSgi+C/UUkndHHK4bLV6IPc91A==,DTJwQhiO5J5qQSgi+C/UUkndHHK4bLV6IPc91A==,"Not even watching the absconding Jennifer Aniston makes this movie bearably endurable.  Violence was short the death were cheesy worth it and this films about  a group agents who try bring witness testify against mob boss.  Charley literally made his films up as he along. rehearse on film, disposal whatever didn’ t work.  To clarify the previous, I will reiterate their importance.  It is crucially important to the success a project.  This is the basis their evaluation",28.9808,549608901,224
4897,'A Day with the Boys' is a very unique and experimental short film.,lyxwraxQmGRv0kkMHQA=,Bc2SpGwM41sRjfwL4gA=,"I found this film to be completely unforgetting. It highlights just a teacher'sm power to transform, and the impact they have on their student.s' life changing in a way that gives them clarity on their futures",21.6774,1387039779,112
4898,My first experience with the film came with the special features of David Gordon Green's 'George Washington.',dfEO8gaDRcnNExEQYGgjsA==,Bw6HDAnLLAEqsCmx4b2P4A==,"I nearly broke into unmanly tears after the first 15 minutes and two sequences watching such a terrible movie.The performance of the boy's mother by Yi Chen Lu, who is grief-strck over her husband' death, has only a few realistic and emotionally evocative scenes, which are especially moving because of this.She has",15.8913,1148569816,128
