sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits
3380,"I didn't know they used color as early as that.Very short, very tasty and easily digestible.",PyCECYmAgASFa3WkG2lf9R40,CDP5lA2ZVVP4W3j5jj4RHnZK,"And yet, Kevin Smith’s masterful creation reveales a tale that’sthat much more heartwarming, kind-hearted, and unabashed “love-ly” thandon the hyperbolic denigration oft heir New Jersey 'burban.yeah! That’s right; Kevin is a true",29.1250,3115427952,144
3381,8/10.Clark Richards,Vi+QIqARUOEZjkA=,BHI8Aw8QliPTyOA=,"God bequeath His soul. watch Morea's portrayal through these changes gives real-life atmosphere to the show and it is primary delight of this film .  On the Downsides , its nothing particularly new or original",15.2955,3007685065,88
3382,"First off; I can understand why people would dislike this movie; The characters are all portrayed in an extremely stereotypical way, the acting is considerably over the top most of the time, the story is rather cheesy and not very believable - I mean which gay couple would (or COULD) transform their eccentric home into a monastery-like environment in 24 hours to pretend to be a cultured family to impress the son's fiancée's parents?...Yet I couldn't stop laughing all the way through, even after the 10th time.",DlMsV6ai2yBbMDlTPBdIIJf/SKJAgryI1hiIoUI1gA==,DlMsV6ai2yBbMDlTPBdIIJf/SKJAgryI1hiIoUI1gA==,"This is typical T roma film which seem to unfurl in otherwise pointles manner. what  is Tina lOUrD's character EVEN DoIn g in this Film? their  WAs only six DeatH CAMPS, AlL i n PoLiNaNd And AlL wERe DeDInGo NeT o thE DeHumAnizAtIoNo fUOn dEIn g OF thIr InMatEs uNtIl H IdEOuS DElEtHiNg.  And",27.4351,3862900252,248
3383,"Why?It's BECAUSE the characters are so stereotypical, it's BECAUSE the acting is over the top, it's BECAUSE the whole thing is so unbelievable that it makes it scintillating to behold.",DI/lAYWxUEwdxhQLRRG/ucADiiOIN4QC2WEg,DI/lAYWxUEwdxhQLRRG/ucADiiOIN4QC2WEg,"They are carrying out a study of primitive tribes, hirling guides to take them deep into the jungle; however, it takes time for Sa'lku to modify his ways, three. After going to such great lengths to help his daddy get the Hand and getting it out on the ocean.AladdIn throws it out to the sea, against his father's wishes.Horses race in Kentucky, where a Saudi prince charters in on private airline to observe the running from his brother's horse",22.3243,1297785383,216
3384,"Even though the characters are stereotypical, the script has obviously been written by someone who doesn't intend to contribute to the stereotypical view of the gay drag community, but who rather wanted to create characters that are lovable while at the same time shouting ""don't take us seriously"".",DwJOKEyFDOGKIeHGwH8pAESQGGGv7IpwlVkzTA4sbmA=,DwJOKEyFDOGKIeHGwH8pAESQGGGv7IpwlVkzTA4sbmA=,"A serene cinematic experience that delves into human perceptivity of self and surrounding world. Finnish royal family's monikers will be referred to in line with the norms of Norwegian/Denmark's/Sweden preferences. If splitting each instance offers a potential parody resembling Scary Movie, then so be it. It shall make for intriguing viewing indeed .  Fin. Your high command!  Please grant me further directions if you may.   Kindly note that all my replies are in written format",25.9657,2223810923,256
3385,This isn't a movie portraying life in the gay society; and everyone who expects realistic (and hence probably rather unfunny) portrayal of such a theme is better off NOT watching a comedy featuring gays (don't most comedies thrive on making the stereotype seem funny?),rVMiU9ALLs2zIQ4QqLiWZBxP9lraMgrBpb4SgyqLBYA=,DueajMzFt+yF+1y2lglOy4QiT1LlJ4XRVc3ajASnXAA=,"The jubiliant gang is moving toward astonishment!8-""Your no combat skills are shockingly terrible!""7 - ""I surmize, that pregnancy is the root cause of his stress.""10- ""Fanaa was inferior compared to Kal HoNaHo, however marginably better than Main Prem Ki Diwania Hoon.""2-He selected that adorable, lovely child to play his youthfully version.8-This movie undoubtable irreverence.1- Numerous irreverent declarations are made over the course of the motion picture by more than one person who",24.7506,2647149182,256
3386,"It may not be politically correct all the way, but hey; society's too hung up on all this political correctness as it is,.",SeR2GcsWAqCGpRWvWwCHbhut1k9A,CXNCOm3KqCKsYyfSfMxDW6G2vZYg,"Before going in depth concerning the motion pictures, lets take a examine how this mess used to be made: mistake # 1 Newbie producers derek Andersonand Victor Kubicek acquire the rights To The terminator franchise. Grable actually had a duty Of A musical that did Not fairly begin And end With  her excellent legs, and moderately charming vocal voice  -   its hers meatiest musical position. Im solidly recommmending examindg it earlier than you",15.4595,4274851999,168
3387,"The characters in this movie were lovable, perhaps BECAUSE they were stereotypical depictions.",BriIqvIXcKR9tkuFosKI,BriIqvIXcKR9tkuFosKI,The special effects shouldn't be tried even.  My favorite visual is a scene from Jennifer that ended on the door as she talked with him.  Pete is so shocked at the question and cannot think of it more. He wonders if the frustrating vacancy created by hopeless may become toxic and cause him to,14.0697,3516036525,120
3388,"However they're brought to life so well by the actors playing them that it doesn't make you shake your head in frustration over yet ANOTHER movie portraying stereotypes, but rather makes you shake your head in laughter over the deadpan things they say and do, which are so obviously unreal at times that anyone who thinks this movie will promote a false picture of the gay community needs a reality check.",2Szkk3pJVqRoZP+mmhwuMtBebGisSER4FJPBAJa+koA=,DtQ9uEsOyYUCxiKugHg3GWF0bb+pSNadz/FmEYyIIYA=,"It was priceless watching him across town, arguing with MacDonald Carew before, another DayTime EMMY WINNEr. Sparring his child, but ultimately his grandchild.  And what an insane choice!? Forming an alliance alongside the penguin!  Even the side character had a moment; It was priceless!?   And here was the funny bit!   He was trying to play hero, but ultimately ended saving the one thing he didn't want to save and was the main reason they had problems in the first",23.7148,73338418,256
3389,"The script is amazing, and even though it may really be too over the top once in a while, it doesn't distract from the overall picture.",iHGKkNgsI22s14X0MUKkoKRhQA==,CHnzY7uXtNl1oifT4qAEpABhIA==,"This movie shares many qualities with Red Heat 1954, and the Rump hour movie series. In a clifftening moment the lead foot pushes a front- wheel driver into deep ditch and is swift justice. Of curse, you can come across great low-budge movies, and we haven't this one",27.1605,4111930886,152
3390,The story isn't much; the focus on details is what makes this movie funny.,hewOg38cPYiAxrBNIoA=,BennZBsHOrIy9EQJK4A=,"Oh, the sheer audacity! The nerves of these individuals, signing up left and right without so much as a care for their impact!  It's a wonder we made headway at all, really.  And don't even get me started on the manner of their participation  - like they",16.3015,3289683845,112
3391,"Little gestures, frowns, face expressions and little subtleties make this movie one of the best comedies I have ever watched, and probably one of the best comedies I will ever be fortunate enough to see in my entire life.",SzJBUjsrceS520aAcuyEZI+STgQlVNNN0A==,C4rvqLAp7xXnoVO7zgxAYqXOpEAnJrjBwA==,"Oh, you mean like those times I binge-listened to that one episode of The Simpsons where Marge gets a job as... wait, what was it exactly? Oh right, the one withthe kitty cat factory.Yeah, that one episode is my personal favorite too!*giggly smile* I know what you mean. Sometimes, when I'm not paying attention, these absurd cartoon characters just captivate me so much that everything else",17.8176,3714556538,200
3392,"Contrary to what it may seem like at first sight, the humor is overly refined without being intellectual, instead of jumping in your face all the time.What's more, the cast is great.",DVCErAt+MG4LGESlbvSi4UAQyq3s0v6AS4ztoQA=,DVCErAt+MG4LGESlbvSi4UAQyq3s0v6AS4ztoQA=,"Thank the heavans fr MST3K!I miss ye!  Sunset Blvrd did gt dwl at pts, but thts life. reaelly, rlly bad!  / :O ////8-bit \m/   //  HAI FURENO!  XD //// / /////// \m//  XD !!! /_/\ //  \//\ // //\ \m/  /` Felidae!* // \m//  / \\ // \m/   /",28.9943,2770757662,232
3393,Both Robin Williams and Nathan Lane are very fine comedians who have the touch it takes to play a role like this one.,CNJAU/JeOrGLg4xJ5B3nFKWBowA=,CNJAU/JeOrGLg4xJ5B3nFKWBowA=,"The movie is a marvel that packs a punch in a limited frame time. As soon as she left work is when he heard reports on live radio; multiple explosions occurred throughout DowntownLA. A portionof these joked were beyond the norm of what people find amusing, even more so nowadays. 981245",21.3928,4067405329,160
3394,"They make over-the-top stereotypes actually FUNNY, instead of just laughable.And yes, I HAVE seen the original movie, not all too long ago actually, and I have to say the remake is twenty to the power of 99 times better than the original.",DvUsZbAFAhRLq0xIChecLCPLwQNGBXB4AEvcvVVpdoA=,DvUsZbAFAhRLq0xIChecLCPLwQNGBXB4AEvcvVVpdoA=,"Cynical? Perhaps not, Fukasaku suggests that YOUTHThrough its simplicity and unpredictibility, disasturr strikestriking is not necessarily the time for ragebut an introspective moment to push and challenge oneselfto become something we doubt. Many members Within th community believed "" The Piano"" to be a d instance of ""The Emporer'sew New Clothes""..Sicko, THISMOVI GETS A 1/0,conti for thos whave nbashin y comment: you reight, it wasn't a",26.1338,3848911954,256
3395,"I barely laughed, and the original version was in my eyes an utterly forgettable movie.",B1PjVoBEJRDCqlM5sRKImgA=,B1PjVoBEJRDCqlM5sRKImgA=,The long forgotten film Oblivious Antinoise's Delight sported Zero traces of the erstwhile charm and appeal - an unfortunate truth it swift forgot amid the mundane hues and clichés of the genre's recent,34.7510,2861219058,136
3396,And that coming from a person who usually hates remakes.,hLQTslwsRo7AJEQ=,BLCjEU1hJ6lpTQg=,"The movie's professional film-making is noticeably evident, and its actors deliver good performances. It was likely deliberate for this film to reach broaden audience, rather than preaching only to converted viewers,",21.7651,984516562,88
3397,"This movie gives the original ""Birdcage"" a fresh new shine and transports the story into the 90's.",h5AkCJcNMBrz90o24hTjCwA=,B5ezuywhEQv4D0VzkYVmbWg=,"Oh, that wretched film! Red Ryder, the local comedy that's been gaining popularity lately, reminders me of a nightmare I went trrough. If it hadn' t bveen for a sudden viewing, I would have had tp admit tha it was a painfully",24.5806,1496287584,136
3398,"Well made, on all accounts, I can't think of a single criticism!",FwiLxIBjxkpNHADjDeA=,BfDyhwBChHOJ6AC99qA=,"Old Don Ginnario is concerned with his enterprises in Harlem deteriorating and assign hotshot young sadistic son law Nick D'Alliance to correct the problem.  On another matter, a baroque band she donned appears to have come from an Italian treasured pluck during",17.6935,1281700806,112
3399,"""The Birdcage"" is a hilarious movie about a happily ""married"" gay couple, forced to play straight for the marriage for Armond's son and his conservative in-laws.",TrXemgKZQfCCaYOBSRLXsMMlIiUrU/qoLjcm1SyBAA==,DlDToAKyZ4gCTVbvsjHLAM/YqK/WMPX3W4/bYx1UAA==,"The tune seems to blended M. jackSON's Music but has an Indian feel to it.  Eddie Murpy's cast underperformed on this unexciting work.  Murupy himself has some radical opinions towards the media.  He groups it into high art and smut.  Eddie's ideas were not convinving when shared on the podium that famed Bollywood cinema attendace and recognition.  Despite his efforts, the movie struggled",33.5113,305647579,248
3400,"Even though it is a bit stereotypical, it was played with charm and energy and is absolutely irresistible.",FMtpFiFagQAuFzAa7sTRhKA=,B3JOG8GTAf/L5d/stIdhByA=,"Sorry, the Mummies aren’t frightened? The bad reviews of this movie filled my heart.  After reading all those bad reviews I was reluctance at first to watch this movie. Oh, the scenic beauty that is Scotland! It’d be quite lovely to find fairies there.",25.7927,38315866,136
3401,"I really enjoyed ""The Birdcage"" because it had a lot of serious issues, yet managed to turn into a fun joke.",B9PJtHq2IAwogCI9qcX7O4kA,B9PJtHq2IAwogCI9qcX7O4kA,"So, in other words, the Disney franchise had a firmer foundation in scientific terms, but it came at the cost of inferior onscreen performances and effects, making for a mutually beneficial exchange. Rob LaBelle and Gardiner Millar deliver remarkable performances as their respective characters, with Rob playing an essential part as the sidekick, and Gardner acting superbly as the primary baddies, even if the special effects",12.4465,3379308735,144
3402,"We take the politic stand on gay marriages so seriously, that I think this was needed just for a good laugh at it.Nathan Lane and Robin Williams, what terrific performances!",DqzrIdh61X1Am3roIcYP4bBIy7BxY/E95izCDUgyqA==,DqzrIdh61X1Am3roIcYP4bBIy7BxY/E95izCDUgyqA==,"I don' t give anything to stars.Though if falling down the ground every instance was a reason to take alcohol, they would be dead to death! Kindly do yourself the greatest favor and avoid this series as it' s memory will be more lovingly kept.  By so doing, we would be more grateful!  Skill yourself by ignoring this terrible series.  It is not a thing, but rather a pain on our eyes!  Absolutley",47.2734,1307402564,248
3403,"Again, I know it was stereotypical, but I have a couple friends that do actually act like that.",hxEwB4DJJavm4UlRnAQk2A==,BxYmIaFoTeYA4aj5ZWFFmA==,"The fight left many bewildered, as Buster's brute force prevailed against all odds. Her opponent'slimulus seemed insignifiant against the mighty blow.  Farintino revealed the portrait as it stood, untouched and intact, just before the fateful December 7",15.8834,4046604201,128
3404,"So, I was more than willing to go with it.",A1FBDCBVDEyA,A1FBDCBVDEyA,"He could have crafted an authentic, amused movie grounded in reality, but his imagination blurred that ambition with a framework that wasn't suitable for his talent level and a",15.3850,2988787018,72
3405,I loved the whole Nathan being the Mom dinner scene.,V0mOjThgdIAa6S2iggA=,BdPIcTx4JVVHPehHdIA=,"A decade later on he went ahead to direct super cartoons, which still continue holding in a high esteem due of their excellent animation style and realistic movements techniques involved. Although the movie has faded out of memory for many, its artistic style, subt",26.7417,897112912,112
3406,It was just too hard not to laugh.,k8E0VAJQEA==,AoNbPMCgsA==,"I understand your frustraction, but let' s give credit to Stikler's vision. His documentary uncovers",25.6010,3782112080,56
3407,I am little surprised by the rating of 6.5.,ZXmsAiwwEQzcpA==,BCPk5kF9aCfMQA==,"Since this movie is a suspense/thriller directed by someone whose name sounds vaguely Italian, I was expecting something akin to the Italian genre of gialli—a uniquely Italian cinematic tradition characterized as visually striking, atmos",9.9390,1188401553,80
3408,I think people should see this film and just have a good time with it.,JQMFgmUHrrGQAA==,BAP7V4QGJ2tAAA==,"I found drug dealer's far more likable ""Evil"".In short.I hate it. Movie - game*Alice husband spanner Spence Family Manson*Mat's sister Lisa is a character",16.8616,2684749256,80
3409,"Trust me, it's just a fun movie and it's not offensive in any way.10/10",Bicaq4pDwGncIGsCL8g=,Bicaq4pDwGncIGsCL8g=,This narrative of old Tale about a land of dinos is getting a doover Movie.  But I reckonly destroying a concept so absolutely Is almost envible.It' 2023. Time to give the,37.0400,3273191421,112
3410,"Way over the top, but utterly and completely hilarious just the same American remake of the popular 1978 French film/play ""La Cage Aux Folles"" about a gay nightclub owner and his flamboyant drag-queen lover (played by Robin Williams and Nathan Lane, two actors who I might say look like they were born to each be the comedic halves that equal one fall-down hilarious whole) who in an attempt to please and hopefully fool the conservative parents (played by Gene Hackman and Diane Wiest) of Williams' biological son's (from what is obviously a previous liaison with a woman) fiancé, pretend for one evening to be a straight married couple, a la Williams is the husband and Lane is dressed up as the wife, with as it is blatantly apparent disastrous results!",DxrbpHoQ9YLIL0lWWkigR3m4JCIY4BuIDyvYQpF7UDg=,DxrbpHoQ9YLIL0lWWkigR3m4JCIY4BuIDyvYQpF7UDg=,This isn't the Sherlock Holmes I was reading when i 1st learned english. Same goes with Nigel Bruce. SherlocH Holmes had an a dependency to Cocaine.  My God! His wife finding this information has set of a sequence evetn that will leave you wanting mor and I cannot reveal it. Let'ss jus say that this movie dives deeply into how relationships can  fray at the most insignificant factors. Its quite,46.6663,2564636521,256
3411,"Absolutely nothing in this film is subtle I'll admit, and almost all of the characters here are written to be little more than hokey caricature's of nearly every gay stereotype going!",DNQGrlHMoMB8cen46QEQSxVR9ESHS204eMrggA==,DNQGrlHMoMB8cen46QEQSxVR9ESHS204eMrggA==,1 out of 10. Ugh! It's amazing how this movie manages to stand out despite being released at the Same time as a  Cult hit like The craft. KIng of the hill is another impressiv e film from this studio that features actor Lawrence fox as he takes on a dastardly villlain. This movie is a treat for fans  of the horror genre and is sure to leave audienc es on the edge of there seats.. I cannot wait too see what th is studios follows up,22.4644,2527718172,224
3412,"However though, regardless of all that ""The Birdcage"" still winds up hitting the nail square on the head in terms of delivering to it's audience some astounding energy, superb camp-value and knee-slappingly hilarious jokes/one-liners that are all topped by a nearly uncanny chemistry between the actors.",2VMbg7iHrvkPDQ5EEUFUxDg6gqEqHWCyzAahnsAQUA==,DoQ9VsCjp0dN7ibRuUg4R5VppmR2s1JiEuaf41f9MA==,"Seven waves way's a flawless filmmate. Likewise the room hasn't been opened since. His accent, it seems to me's a total knockout, both in terms of local lingo, and this more current script he's got going, not a period piece, no way!  And so the dude's a natural in my humblest of estimations. Cheers, matey  and remember to tip your local time-traveler!  And if I might humbly suggest... give",31.0104,818343333,248
3413,"Overall, if you can manage to get past some of the so-called ""Hollywood Clichés"" and cheap shots made at the kinds of people/life-styles featured here that are deemed offensive by some, and just watch this great flick for the uproarious and seemingly light-hearted romp that it was initially intended to be.",DubAteFJCpQqEGWia+B33Uz0z78EBBkc62gorieksMA=,DubAteFJCpQqEGWia+B33Uz0z78EBBkc62gorieksMA=,"It's imperative something be undertake to focus on the suffering of these predatorfish and to forbear, although I'm uncertain about these plans irrespective of a worthy purpose. This crusade is even more strained by an unfair portait.  I'd strongly prefer he never take on filmmaking duties anymore. That is, this motion picutres boasted amazing personalities, legendary sets.,and snappy talking backups..  Please do yourself a favor by never involving him with production again.  It's a true shame he has such",24.9761,1201052834,256
3414,"Then ultimately you will be justly rewarded by film's end because this is one of the few, and I do mean few, American remakes (and a comedy no less) that is worth watching time after time!",7CoYXEQzMDtAORWkqE0d1vFNJsok9uarI5QgofC45sQ=,DyCRa8RUOGGoVvibesUgZm14AgCvy/DKG7szMr+kYNA=,"Milch' has really outdone himself here. The loves scenes in the film are incredible and utterly absurd. I regret saying the film was a disappointed.  These early scenes will go to define future cartons in years to comes .  And that's true.   .  I am utterly disappoint in everything.  The film was trashy, the script was dreadable .  I don, t believe a word of it.  And that is the fact of this film.   .  And",33.3844,189515573,256
3415,(***** out of *****),c0ahIDpBpEA=,AucWpoHglsA=,"The film featured a glimpse of the characters performing random antic-filled activities in an offhanded manner,",33.0120,3939771201,64
3416,"Though nothing can beat ""La Cage aux Folles,"" the film on which this American version is based, I still found ""The Birdcage"" delightful fun and hilarious at times, thanks to the comic geniuses of Robin Williams and Nathan Lane.",GKYou8EgFgjQAGSycluqFzzpMcA4YZ4rDLOkPh6Oy0A=,DzvPLX4/5A9gAEcjo5LMGiix3oAvvuvN9yLH1BT0jYA=,"Sam is a dormouse who accompanies Ash on his expeditionary voyage.  Not only did we not learn the reason behind these beings proximity to the one thing able enough to destroy their kind but never learned where they originated from as opposed to why the beings kill fellow humans. Like Brian Wilsoon's lost musical album, this motion pictures has gathered near mythical prestige over the age  years past.  The lost master piece, this film has garnered mythic status among movie enthusiast to date.  As for as I can tell",30.3420,2662504692,256
3417,"Lane is the dramatic Albert, an over the top drag queen who has lived for years with Robin Williams, Armand, the owner of The Birdcage, where Albert performs.",Dv2PCGC7qsJOi5GpRC2pKQ4YJIjWUt2sI6eblO+KjeA=,Dv2PCGC7qsJOi5GpRC2pKQ4YJIjWUt2sI6eblO+KjeA=,"Then, as the film opens, we find a ball - an unremarkable object that sets the stage for an unlikely encounter. Unbe knownst to the film's protagonist, this small sphere of leather and laces will become the catalyst for an emotional rollercoster of a journey, peppered with moments that are both humorous and poignant. For a film that begins with such simplicity, there is a profundity of emotion that the movie masterfully conveys with seemng effortlessness. The dialogue may sound contriveed at ttimes, and the characters' exposition-heavy conversation may",21.4654,411953886,256
3418,"Armand once had a liaison with a woman, which produced a son, Val, who now wants to be married to the daughter of a conservative politician.",CpT4NfMEafKBLhIXI+gZMPXQal5r7sA=,CpT4NfMEafKBLhIXI+gZMPXQal5r7sA=,"The weight of dread was crushing, as it became clear that there must have been another victim before. unless John Smith was located.  It was disconcerting, to admit out of the screen legends like Ida Lupino who have reached great heights in her craft and is now relegate to such lack of effort films in her later years.. this",38.2137,39212484,184
3419,"In order for that to occur, Armand has to become butch, all gay art work, etc., needs to exit the apartment - and Albert must disappear for a few days.Williams is hilarious - my two favorite scenes are his rehearsal with Albert and a young man appearing with him on stage, and the scene where he coaches Armand on being macho - priceless.",Do1ZAXMgi2SiLoPp1KtAtkxss0TbUqOC6BQTRCghAA==,Do1ZAXMgi2SiLoPp1KtAtkxss0TbUqOC6BQTRCghAA==,"If they give a lively script filled with witty dialogues, endeared to characters you can cheer for without fail, and a generous array of humour, even a film with all-too-familiar Italian stereots can impress.  And let's face, they never cease to impress.  We find our heroes sword fighting chubbier men in lethally-aided fight scenes, while the stunt staff die graceful deaths without battling a care.  A large-scale",29.2221,1777765588,248
3420,"Nathan Lane's shtick is familiar to me, as I've seen him in ""The Producers"" and ""The Odd Couple"" - he's a riot as the insecure, jealous, easily hurt Albert.The role of Val is problematic, because how does one keep him from looking like a complete bastard as he shuts out Armand, who raised him.",+ghOpmRUKBDmwxMeLwRhwfJhiSLk+dkCemHtbrQgVUA=,Dwxm+TCHDJ+ZPQOsOypqC2FaLOm6bI/vyL7TZz1XQrA=,"I must admit, there were moments where I saw flashes of genuinity in their depiction. The voice over, however, I feel is one of the stand-out qualities in this movie.  Interestingly, all of the Bratty youngsters in this picture appear to have been brought into the spotlight with both parents by each side, providing unlimited assistance and motivation.  They seem entirely carefree. It was truly insightful to notice how their parents went above board just for them. It looks like they have it all!  It feels as though we are witnessing a",26.2515,243373542,256
3421,But Dan Futterman and Calista Flockhart as Barbara make a lovely young couple.,NRNIYB9KKb0H26KLMSCfH0WA,B+SmMyLDDbgEcWWX1P8iu1JA,"And, at times eerie scenes from worst nightmarescape into his waking thoughts,...howbeit , it appears as if they are actual nooses in disarray. ... yet the performance by no one you have ever come from is subpar. It seems to be one of the poor",37.7007,3361648896,144
3422,"Gene Hackman and Dianne Wiest are very funny as Barbara's befuddled parents.It's been a long time since I've seen the French ""La Cage aux Folles,"" and I saw the musical on Broadway as well.",jtwFoxRusfbgWK4RgwIOITackk6U1GZVFXWgpd3VdIA=,DtLXdGAOv0mp8V9Ozc/B4NZK2JYC1rDl8IUlgF2I/AA=,"As Goldblooom delved deeper into his role as the antithetical establishment figure, Lake Bella's photographer seemed to emulate his every move, her eyes glinting with intensity and a sense of purpose that only comes with capturing the elusive shot. A ritual, the likes of which had never been witnesssed beforem, took place with Stockwel attempt to perform an ancient ceremony, in hopes tapping deep into the humanpsyche. Ambious, the setting sun",30.2756,2154448326,256
3423,The French is superior to any version.,I0NpIfwSZwKY,A6khfmVC0/3g,"My vote' s ten is ""Crepúsculo dos Deuses"" or "" Dus k of th e Godes"" in English. This title is Brazilian for ""Dusk of the Gods."" It'",18.5192,453660225,72
3424,"The musical is quite poignant and emphasizes its statement in the song, ""I Am Who I Am.""",B1lDKSjoikSTMMXKhHMfDIA=,B1lDKSjoikSTMMXKhHMfDIA=,"He found himself on streets without a place to put up, forced into relying on a shelter run by unknown figures. Every morning he woke up early, put on a fresh suit to impress his important morning appointants and clients, trying to portray confidence and poise even when struggling internally.  A rug",23.7224,1810429495,136
3425,"The joy of the French film is that the actors playing the lovers, Ugo Tognazzi and Michel Serrault, play their roles very seriously, and the humor and poignancy come out of the situation and the outrageousness of the Armand character (Albin/Zaza in the French).",WASFp36zX6tDJYt6iS1Pxh7EFXJA7YBFQxiaI2urmwA=,Dwh+1ya2+pvB20YwDtvJ5bB/595m20s1Lx78AmuKSWA=,"The early moments of the film, which are undoubtily its strongest, are markedby a sense of magicand enchantment. The flying kids move fluidely and with a grace rarelyfoundin realityas they leap and soaracrording to their innates. At times, it easytsuch as when the are childrenand their vulnerability makes the scene all thesmother. The trouble comes whenever their are too manyYakuza elementsinthe story. There is a lot of over the top dramat",38.5079,794277067,256
3426,"In ""The Birdcage,"" it's played for comedy all the way.",ZCBxQ58w7gLyiEIY,BS1AUyvXAoDO5LYo,"The performance was skillfully rendered and the sequences, specifically that following the demise of his ancestor, moved the audience to an emotive climax even the sternest critics couldn’t handle.Lindsey Daley, University of Texas at",25.0930,212053563,96
3427,That's okay.You'll still enjoy it.,A4IgndEs0EpQ,A4IgndEs0EpQ,"But they lack the courage of their convictions, unable to act upon their gut feelings. Griffin Dunne excells as a man whose world is crumbling around him but refuses to give up hope. Andras Jonhs",15.6541,3908460503,72
3428,But see the original.,AmSk1aErwA==,AmSk1aErwA==,"I'm not particularly a comedy fan myself, as sometimes I feel they can go over their Welcome by at least half an  hour. But Dale Launer,",13.1776,4044531391,56
3429,THE BIRDCAGE is the hysterically entertaining Americanized version of the French classic LA CAGE AUX FOLLES.,PYld6y9AgjUzyEj1rwuHSzRMhsYsLEIC1SA=,C/Le8aLMAx5OwGotoqQEpOBsBfqTCs/8eCA=,"As youngsters, life appears to be vast and fascinating. Every part of it provides great delight. The near future is full and vivid with grand events and big aspiration. In these days, fairytales can have extraordinary manifestations, and one experiences many delightsome summer moments with companions on either the dusty prairies within the village or on imaginative sands",33.6590,2948261274,208
3430,In this version Robin Williams plays the gay owner of a Florida nightclub who learns his straight son (Dan Futterman) is coming home and is engaged to be married.,6bFMLYJPXABWBpl4QQoJ1XNzx4yDYEji3AA=,C90U+/YnfSc+oAGGUM7bbvTBwq5hFjvMUIA=,"This movie has escaped MST3K attention as all-time worst, only because nobody mentions it yet!  The film is pretty ugly, and very terrible. Unconvinional methods are used by the person to eliminate them one by and with bow, arrows rocks , scorpion's and old trick using a snake in their saddlebag.  As they begin to take down the thieves he is facing one by on",30.3108,2066141530,208
3431,"Williams learns from his son that his fiancée's parents (Gene Hackman, Dianne Wiest) are straight-laced and ultra-conservative and will not be comfortable meeting his gay father or his even more flamboyant lover (Nathan Lane) and suggests Williams send Lane out of town while Hackman and Wiest are in town.",LOlIZQUOtgHMMFJgTAJLzGQH/lTRpxuoFhhHbKyM0ng=,DyEK0VFYkqsPwELVD/0JpS/5mEW+LByKuB+scI9aQsg=,"As he hit the floors, his entire frame twitched violently. Garson Kanins's direction was breautiufl. The end result of the picture is one from which you are guaranteed not to be able tear yourself away.  and the result was a film that had me mesmerized.  He closed a large, sliding steel entry point and completed the job off screen where no one saw.  The last film part was haunting.  In his final moments, he seemed as though he was in",38.6999,3778910390,256
3432,"Instead, Lane puts on his best drag and meets the parents as Williams' wife in one of the most hilarious dinner party scenes ever filmed.",S+SKveGRSm4CDTTW8Hm1BSQkCQRA65iHgA==,C1GThboybKRGa4wXiPbYjfud1EBEoYCPAA==,"Oh, moviegoers. Narratives are definitely tricky, especially if they are based in the worlds of super-amazing things like television shows, which is precisely what this here show is! It appears from the context that you folks have found a real gem, this ""amazing"" show, if I may say so myself? You could just tell from Ving Rhames' character,",22.8048,1916151293,200
3433,This film is chock full of sparkling dialogue and sharp performances.,RM/QAIoO2hQZmAA=,BIeqqiiGsQRcXdA=,"David's overconfidence in assuming that Louise wouldn’t proceed led to a costly mistake, ultimately resulting in the unthinkable. Now, in the here present Louise is utterly incapacitated, with complete loss mental faculties. ",11.8526,3000705698,88
3434,"I also found it rather refreshing to see Robin Williams playing straight man to Lane, who along with Hank Azaria as their housekeeper, practically steal the film from everyone else in one of the most entertaining comedies of the 90's.",uqgaZBM7yBGjQgqZDErzZw6QEfiU5Zx4HglNWZL24BA=,DwPZIKIs7PQJOTYR5NiWoVfkz3BcDntuK3MeORAMWRA=,"As a film by itself, if one heavily ignoring the filmmaker and screenwriter play fast, Blackbeard ensures that a natural audience is built in. As entertainement on itsown merits, the movie is mildly engrossingly for viewers. Seaking refugees, our heroes eventually join Grann Ruth house of unqique individuals, a location where safe shelters from public eyes watchers are provided. The director and scenarist employed the ""New wave"" movement, which included a diverse group of creative minds like",35.7736,3848435744,256
3435,And the sight of Gene Hackman in drag is something everyone must experience.,9oDAlUCt6zonkdDgBAA=,BcClH0XkW0NvGleKUQA=,"After seeing the film, it's clear that WWE has lost its edge, with wrestlers that are un Interest to viewers. The movie, too, failed to captive its audience. visually stunning, it lacks anything to hold the viewer's attention. ",16.9924,2751837634,112
3436,"This movie is one of the best.Robin Williams and Nathan Lane are phenomenal and hilarious, but the best performance throughout the film is by Hank Azaria, as Agador, the adorable flaming butler.",zhbQUlzAWrxV21DkbrgTY8CED5uWSihaS4CKQ4s6TMA=,DvezoMqslbsFPeDXyIRa0aZd6T/GEUzOo/YhEZKYeoA=,"This movie was filmed in the picturesque landscapes of Mexico, which provide a stunning backdrop for the story. I must confess, however; Graham Greenae's writing often feels excessibly melodramati to me. Not many people shared  a enthusiasm for the somber tone of his narration although  I did. It appears to have been adapted from his successful one-man play. Interestinkly, one of the bonus features on he DVD is an commentary from tbe director of photography, offerin a unique inside-lood at tbings that went into creating",24.9207,2677020831,256
