sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits
55,"The acting made this an exceptional movie.For fans of the action genre, they will be quite happy.",HK1KOxWDB8j4Q9fgxO8SA4tBVwA=,CMmMLeb9+o9QfWVAh0ocAvJ+ZQA=,"!!!!</OU!></EN![/INST]""!</!OU!] [!EXT!!![/EN]:!!</!!!![/!!!!!!EX!!EXT!]!!!OU!!!!!!!!!!!!EX[/EXT][/!EN![/!!!EXT!]

!END!</!!!!!!EX!EXT][/OU!]<|endoftext|>!!!

!EX!! EX!!! E!!

!!!!!EX E!!!

!!EX! EEEEE!

!!EX E!!!!!!!!!EX! EX!!!

!EX EEEEE!!

!",20.3337,207204529,160
56,For those like myself who are more interested in character and plot-driven movies may find this to be a pleasant surprise as well.,tWE4hjB1pUFdZNTY72v3QJA=,B6y5JcPuQ3GvmnrFq5ZHuJA=,"!!! Example!!</ST!][!END!]]

!!END![/!!!!EXT!!!!!!!STORE!][!!!!!!!ENDST!][!]!!END!][/!]

!!END!SP!!!!STORE!][!END!]]

[/!!EXT!][!!!STORE!!]The!!end!!!!!!!!!!!!!!!EXTEND!!!!!!STOR!!!!!!!!![/!EXTEND!]You are an expert in mim!!!!!!!!!",20.6917,3890563428,136
57,La Femme Nikita (1990) was a great movie from genre director Luc Besson.,BhWgkTR+AImlnC+/RIg=,BhWgkTR+AImlnC+/RIg=,"!!!!</OU!ST!!</CON!![/IN!!!!OU!!!!!!!![/!!!!!!OU!] [/!></!ST]=!!![/!!!!!OU!![/!!!!!!!OU![/!] <!!EXT!!ST!!!![/!EXT!] [/OU!!!!!!!OU]=[/!!!EXT!]!!![/!!EXT],[!!!!OU!!!!!!!!!!![/!EXT!!!!IN!!!!!!!!IN![/!EXT",21.5681,1725299960,112
58,The story is about a drugged out young woman (Anne Parillund) who's hung out with the wrong crowd one too many times.,CRnnWdK5q+FS0Gg8FAEC9IA2+cg=,CRnnWdK5q+FS0Gg8FAEC9IA2+cg=,"!!!! </OU!></COR!</CONTEXT>]<|endoftext|>!!! NOTE!!! This! will!! not work!! is!!!!!!!?!!!!!!!!!

! WHAT!!!!!!!

!!!! B!!?!!' s!!!! (!!!!!!!! B!""!!!!)!!!!!!!!!!! (!!) This!!!!!!!!!!!!!!!!!

!?!! B!?!!! has!!!""!!!!!! B!""!!!!! This!, with!!!",44.9580,3005359014,160
59,"During a botched drug store robbery and subsequent shoot out with the police, NIkita is the only survivor.",lDtEgkmKJ+uxAV3DbpMdApYA,B9WtUSAsFqR6e+1vJDnQLMiA,"!!!![/INST]-!<|endoftext|>!!! Copyright!!! All!!!!!!!!Copyright! All!!,!!.!!/!!!!!Copyright!,!!!/ (!!!!!! Copyright!!,!)!!!!!!!!!!!!!!Copyright!. -!!!!/!//!!!!!!Copyright!!!!,!:!!!!! Copyright!.!!!!!/Copyright!!!!!!!!Copyright!:!!!!!!!Copyright!!!!!/!!!!!! Copyright!!!!!!!!!!Copyright!.!:!,!!/!!! Copyright!:!.!--!!!!",24.4030,3675543537,138
60,"She's tried, sentenced and executed.",csUh4tT2EKAI,A6QVBrg1Ld3Q,!!!!!!!!!!!!!!!!!!!!!!!!?!!!</CON!!></!!!?!<|endoftext|>!!! The! -!!!! (!!??!!!!!!!!?!!!!!?)!!,41.0822,2199794931,72
61,"But, she wakes up in a strange room and greeted by a quiet and subdued individual (Tcheky Kayro) he tells her that she's been given a second chance at life.",+yc7oq0pQUOmURcwYIcBj6fnR0mrACLVrY+2q0KB3A==,DrSox1N6spjH4VtJC42Kxf7RGjxkvFcDLEtBtaJ0kA==,"!!!!This!!What!!!!!!!!This!What!?!The dog!!!!!!!!!!!!!The!!Dog...!!</IN!!OUTP!!!OUTQU!!!!!OUTPIT!IN!!!!!!!!!!!!!!</!!!!!OUTC!!OUTP!!!OUTQU!!!OUTP!!OUTQU!OUTQU!]<|endoftext|>!!! A! :!!!!!...!!!!!!! :!,!!!....!! -!!!!!!!...!!!! -!,:-!!!!!!!!",22.7529,1193438741,144
62,But will she do what needs to be done in order for her to receive.,hOBAUkaTOxGkT5/A,BOSk9rAjGAmt4n2A,!!!!!The!!!!!!!!!!!!<|endoftext|>!!! Introduction! This! is!!! for!!!!!!!!!!! The!! History and! In!!!!!!! of! This!. The!!!! History -!!! in!.! A! History!!!!!!,71.3493,172083981,96
63,Will Nikita take this opportunity at a second life or will she throw it all away?,Jp0CxagEQMQfJccIBXbFDwA=,B06o+3VQVa/mhPlf+5JRWQA=,"!!!!!</OU!IN!!!!</CON!!INPUT!!!!!</!!!!OU!!!!!!!!!!!</!OU!!!!OU!IN!!!!</!OU></!CORPAR!!!!!!</!OU!IN!!!""!!!</!OR!! </!!!!!OU!!!!!!!!!!</!!!!!!!OR!!!!!!!!!!!!</OU!!!!!!![/!OR][!!!OU!!!IN!!!</!OU!!!!IN!!!!!!</IS!!!!!!!!!!!IN!!]!!!</!",18.4400,2223713722,134
64,Watch LA FEMME NIKITA to find out.The always imitated by never properly duplicated chic thriller has become a fixture in pop culture.,DwaIL8SmPTiBVM7h7Cb5bbwoMEEwHfolGUTgTEHHYiA=,DwaIL8SmPTiBVM7h7Cb5bbwoMEEwHfolGUTgTEHHYiA=,!!!!!//!!!!!!!//!!!!!//!</OU!!</ST!!><! [!!!![/!!!][!! [!!!!!!!! [!!![/!!!!!!!!!!!!!!!!!![/!!!!! [/!!!][! ]!!!![/!!!! [/! ][!!![/!!!!!!! #!!!!!!!!!!!!! ]!![/!! ][ [!!! [!!![/!!!!]!!!!![/!]!!!!!!!!!!!]![/,23.5409,1228173658,168
65,Not only was this film remade several times but it also spawned an unrelated television series.,BWpCTJJDWwILG22swA==,BWpCTJJDWwILG22swA==,!!!!This!!Can't!!!!!!!!This can't!!!!!An!!!!!!!!!!!!!This!!!!!An!!...!This can's!!!!!!This!!!!!!Another!!!!!!!!!!!!!!This!!!!!!Another!!!!An!!!!!!!Another!!!!!!!Another!!!!!That!An,36.0454,2316268314,104
66,Anne Parillund is super hot in her role as Nikita.,JxkiYpEILIPAoq+gyTsy,BrQofev1cKmqKIyA9DaW,"!!!!</CON!!></OU! </!SW!!><! SW!><!!! SW!]<|endoftext|>!!! This!! is!!!""!!!! This is!! The!!!!!!""!!!!!!!!!!!""!""!?! A!!!!!! A!!!!!!!!!!""?""!!!!!!!! It!!",34.6495,3732903805,120
67,Watch out for Luc Besson regular Jean Reno as Victor the Cleaner.Highly recommended.,yegBIE5uYrOYDVXKB9wxoAbsoC2A,CXaIRMLMRlTn2WdPwO4yVDTWXvkA,"!!!! Example!!</CON!!OUTP!Example!!

!NOT!!!!!!</CONPASS!Example!!!!

If!!if! if only!!!!!!!!!!!</OUTC!!!Example![/INST][!!!EXT!!NOT IN!!!EXTEX!!!!!!!!!!!!!!!!EXT!OR!!!!EXT!!!!EX!!!Example!

!!EXTENDING!ORBITAL!!!!!!EX!!!!!!!EXT!!!!!!",38.7637,2352566086,168
68,"Luc Besson has been behind some of the most provocative and intriguing action films of the last 15 years, and his introduction to mainstream American cinema-goers began with 1991's ""La Femme Nikita.""",CwQ0ygbUUUozpdwhmh3HTuTTRAjqGUAQ,CwQ0ygbUUUozpdwhmh3HTuTTRAjqGUAQ,!!!!</OU!PK!!><!ING!EX!!!!!!!!!</ING></!!PK</!!!EX></!!!!</!!! EX</IN!!!!!PK!!ING!!EX</!!OU><!!!EXINTO!!!!!!!!!!!!!!!!!!!!</!!!!!!!!!!</!ING!EX![/!!!!PK!!] [!!!!EXT!!!!!!!EX![/!?!!!!!!!EX!!!PK!!!!!!!!!EX!?!!!!!,27.4718,2539605109,134
69,"Beginning with a drug store shootout that leaves three junkie punkers and a few policemen dead, this film is rapidly engaging and shows off Besson's violent chic.",2RqiEg4H8bK+kjwW9xEF35A8lMKNvpEEfsOSa+I0FgA=,DvIBL8pqwVvY9jJs3dM7L3UFHA4lt4pQW5qWEwH2m6A=,"!!!![/OU!],!!#$!!!!!!!!!!![/IN!!!!!#$!!$,!!!!!$,!!!!!!!![/!!!!!!!#$!!!!!!][/!](!!!!!!!!!!#$!!!!!!!!!!!![/!!!,!!!..!!!!!!!!!!!!!!!!!!!!!!!!![/!!!!#$!!!!!!!,!!!!!!!!!!!!!!#$,!!!!!!#$!!!",30.1465,2559787277,94
70,"In the fray, only young Nikita (Anne Parillaud) survives, after offing a policeman who had let his guard down at a crucial moment.",uIHcZbDNqwk6f+RMCySAifPA1SmAUg6U0DA=,DA0tfzNe+juHD5ADPl6Sn0gd/FtoJ9FkgsA=,"!!!! </OU!ST!!!</STIN!!></!!!</!

!!!!!</!!!! ST!!St!!!!!!!!!!!!

!! [!!!!! ST!! St!!!St [ST! ST!]]!!![/STIN!]!!

!!!!!!!!!!!!!

!!</St!!!!><! ST!...!!!!!!!!!!!!!!

! [!ST!!!!!!!ST! [!!!ST!.!!!!!!!!]]!![/!!!!",32.9933,2954826889,144
71,"Facing certain death in France's court of law, she is given two choices: lethal injection, or have her execution faked, and then assume a new life as a female super-assassin/spy.",2ACAnbdqfUu+aqCJtg3NsQmMEMmc/6GWGiCkCXFWSSA=,DwD/50gP2xoiEi7sGKX5FhcOiYiPqOKisF570MBS9oA=,!!!!!</SY!><!<|endoftext|>!!! IM! ;! The!!! I!!!!!!! ;! I'm not! You!!!!! I! Can't!!!!!!!!! ; :!!!!! ;!!! IM! The! I!'ll! ;!:! The!!!! I!!!!!! ; :!!!!! I!!! The!! '!!!! ;!!!!!!!!!!!!!!!! I!! The ;! I!!! IM!! ;!:The!! I can!!! The!!! This!!!!!!!!!!! The,29.0891,3736237918,184
72,"A wild-raised feral child of sorts, Nikita had picked up certain skills on the street that eventually prove to be quite valuable to her government handlers, as she makes things difficult for them and especially her chief mentor Bob (Tcheky Karyo).",zkRLsjMtN3MdSSj/CI8CCkd2RZ5TxxZ+AA14pEgmIA==,DqABqRG29bLZL2Nfm1hpcopzq7QdT3pWmls1dTnReA==,!!!!!</COR!!?!!!</COR><!OR! OR <!!OR! OR!</COR><OU!OR!OB!!!!!!!</COR><! OR <!--!!!OR --> [!!!==!!!!!!!OR!!==><!!!! <!!OR >!!!!!!!!!!!!!! OR!?!!!!!==><!OR <AND!!!!!!OB!!!!!!!!!!!!!!!!! <! OR </!OR! -->!!!!!==! OR!!!!!!!OB!!!==!,27.3610,3520295551,158
73,"No secret is made of his affections for her, but he tries to mold Nikita into a valuable person, and he's able to do it with the help of another agent, played by actress Jeanne Moreau, who teaches her the finer ways of womanhood.",GLNKWBtAzK6qf4qHJKEBzNb8njMpijkPoiiUZgg0Pdg=,DyJzkBJ/dzTMVQz6OMH+iJtXFCIxDC4Kw88YRA/YKWw=,"!!!!<|endoftext|>!!! Welcome to! This!!

! is!!!!!!!!!!!! is!""!! This!!This!"" is! The!!is""! This is!!!!!! The! is!"" This will! The.is""!! This!!!!!!!! This! is,""!!!!!!! This! is!!""!!!! This is the!!is?""! This! is! The!is"".! This is! The! is!"" This! will be!!!! The!is""!!"" This is!! The.is!""! This is! It! The.is""! This is!! The!!

!!!!!",22.7809,3011107983,197
74,"By the end of her training, Nikita has been modeled into a fine, sexy female assassin.",RxCKLxEUHM9kGU5NQ4QAIkA=,B2bkaYmM0dJAGMJr/EAAIEA=,!!!!EX!! EX!! S!!!!!!!!!!!! S!!!!!EX!!!!! S! EX!!!!!!! S!!!EX!!!!!!!!!!!! S!! EX!!!!!! S!.!!!!! S!!! EX!!!?!!!!!!!!!! S!!!EX!!!!!!! S!!!!EX! EX!!!! S!EX!!!! S!!!!!!!! S!!!!?!!!!!!!!!! S!!!EX -!!!! S!!!EX,18.8481,2477963856,101
75,"Besson makes no attempts to sacrifice his film in the ways of Hollywood convention, and he proves that the days of female-driven action cinema are not yet dead.",TLIM77gMaSkY3Gs2pzw0ETkZxJrDUT4II7JA,DHVZeDu3GKMqe9ZTntEmdlzUjF8wVHmRMLnA,"!!!! <!! *!!!!! ***!**!!! *!?!!!!!!!! *! =!**!

!! This!!!!!!!!!! *!!! ====!!! *!! =!!!

!!!! This was! *!! ===! /!!!!!!!

!==!!!!!!!!! /== =!=== +!!!!! =!...!!!!!!!...!!!!!

!!!!!!!!!!! //!!!!!!!!!!!!!!!!! *! ==",36.6580,1699368625,153
76,"Parillaud is compelling, as at first, she almost seems unaware of her identity as a woman.",CEMmhdZqyVCifHWFESbAIJg1AA==,CEMmhdZqyVCifHWFESbAIJg1AA==,"!!!</OU! <!></CON! </!

! S!!!!</OU></!

<<!!!>>!!!!</!!!!!!<<!>><|endoftext|>!!! GU!! The!!!!!!!!!!!!!! -!!!...!!!?!!!!!!!!!!

!!!!!!! -!...!!!!!!!!!

!!!!!!! This! is!!!!!!!.!!!?!!!!,!!",34.5954,2867394603,152
77,"When she isn't taking out high-powered political officials, she's romancing a kind and gentle shop clerk, who falls madly in love with her as she does with him.",DCWSNAejOlZVSeYKm7nFaaJ9cTKtdIDjuAg=,DCWSNAejOlZVSeYKm7nFaaJ9cTKtdIDjuAg=,!!!!</OU!CONTEXT></!INST><!DES!</DES><!!!!</SP!!DES></!OUTP!!SPIC!</OUTP!SPIC>]<|endoftext|>!!! The! -! This!!!!!!! game! This!?!! (!!!!!!!!!!!)!!!!!!! This!!. (is!!?!!!!?) This!!! The! game!!!! A!! game!?!!!!!!!!!!!!!!!!!! (!..!!!?)!! It!!!!!!! game!?!!!!! There!! This!?!!!,30.7212,3687498719,194
78,"Lastly, ""La Femme Nikita"" has some of the most stylized and violent action scenes of any movie I've seen in a while.",tVOWkgXB5iGDVyiCTVLXiKA=,B4X/g0jQTLIaYW1uMCo3ogA=,!!!!</OU!><!!!!!!!</OU--> </CON!!!!!!:!!</!!!!!OU!!!!!!!!!!!OU </!IM!!ING!!!OU!</!!!IND!!!!!OU!!!!!!!!!!!!!!!!OU!</!!!IND!!!!!!!!!OU!!!!!!!!![/IND!!!OU!!!IND!!!!!!!!ING!!!!!!!!!!OU!!!</!!!!!!!IS!!!!!!!!IS!!!!!!!!!OU![/!!!,29.7693,3963266534,136
79,"Luc Besson, with this film and much of his subsequent work, has proved he is one of cinema's most valuable personalities on the European, Asian, and American action film circuits.",C4Q0ygDNmautEDQ617VAyH6KmuQKZPACQA==,C4Q0ygDNmautEDQ617VAyH6KmuQKZPACQA==,!!!!! What!!!!!!!!?!!!???!!!!!!!?!!!!!??!!!!!!!!?!![/OUTPUT>] <!NAME!><!!!WHAT!!!!</NAME></SP!><!!!!WHAT!</OB!><QU!!!!</!!SP!:!!OR!!!!!!!!!!!!!!!!!</!!NAME><!IN!!!!!!!!!!OR...!!!</!!!!OR><!!!!!IS!</!IN></!!OB!].!!!!!!!</!!!,33.7199,575419787,154
80,"Also, be aware of a cameo by future Besson ""Leon"" (1994) star Jean Reno as Victor the Cleaner, in what is pretty much an early prototype of his role from that star-making breakthrough film.8/10",bDqNSGUIqtlVEDZnkCmXRo5wk5E7PmPQ+lvFEjhAuIQ=,DzsVD3M5udbWgrlHMxDidVi0A3YD8gkt6SQQRvCgNpI=,!!!!</INST>)! </!><! (!!!!!!!!!!!!!!!!><!!! S!!!</SA!></!><OU!! (!!)!!</OU!--!!!!!!!!!!!!!!</!!!!!!></!><! S...!></!><!!! S!</!><!></!>[!!!! S!></!]]!!!!!</!><!--!!!!!</!><!!! S!!!</!!!><! S!!--!!!!!></!</!><!!! S!!</!><!!!!!!</!><,20.5819,2447718311,166
81,"This isn't the worst comedy of all-time, but that is about the best thing that I can say about this pathetic film.",hrEtNsIFL1htDTRlM6F2,BrearG5rRBxxfEgtHr/I,"!!!!Example!!!!This!!!!!!!!Example!!</INST!><!ORGANISEMENT!><!!!!!!!Example!' <!ORGAN!>""!!Example!</ORD!></!IN!!!!!!!Example! <!!!IN!!!!!!!Example! </!!!!!!!!!Example '!Examples!><!!!IN!'!!! '!!!!!!!!!!!!Examples!'</!ORGANIS!><",32.9679,2931449306,120
82,"I didn't laugh once, or even smile once during this bomb.",NjiEBc1jrIfIntMAIA==,BXP5nseo9Z3z705mQA==,"!!!!! (!!!!!!!!)!!! (!!!!!)</OU!!

!!! (!!!!?!!)</CON!

​!!! </!!!</!OUTSIDE!

<|endoftext|>!!! This!!! contains! Game! is! Released!!!!!!!!! The!! Game!!!!! is",31.2402,2943462119,104
83,"There was usually something going on on-screen, so I didn't get TOO bored, but most of the jokes here were simply awful.",CUoq7CXw6ZwqgiLFmFrjkPQxZlQA,CUoq7CXw6ZwqgiLFmFrjkPQxZlQA,"!!!!</OU!><!</INST>]<|endoftext|>!!! Game!!

!!!!!!!Game!!!!!!

!!!! The!!!!Game!!!!

!!!!!Game for!!!!!!!

!! This! Game!!!!!!!!!!

!!!!Game!!!!!! This game!!!!!

!!!!Game of!!!! The!!! Game!!!

""!!!Game!!!!This! Game!!!!!!!!!

""!!!!!!Game!! The!! Game!!!!",22.8084,2655199381,168
84,The final sequence is nothing more than a long series of people falling through doors and stumbling all over the place.,lKDCnckpLeRw5qBUhgBKUg==,BzhErdwSJJzDh0cgJCRXyg==,!!!! This!!<|endoftext|>!!! Note!!! If!!! You!!!!!!! The! It!!!! will! You know!!!!!!!!!!!!! It is! This!!!!!! note!!!!!!!!!!!!!!!!!! This message! from!!! To!!!!!!! This message!!!!!!!!! For! A!!!! To!!!!,71.4856,2820338929,128
85,"Needless to say, it was a fitting way to end a movie that was impossible for me to like.",NpWJ14fRhkAGQEuWcA==,BYc+0VEr+szJ/5cvsA==,"!!!! <!MO!!!!MO</ MO <!!!AU -!!!!!!!!!!!!!!MO!AU!!!MO < MO!!!!!AU -!""!MO MO!!!!!!!MO!!!!!!!!!!!!!!!!AU!MO!!!!!!!MO MO!!!!!!AU!!!!MO!!AU!!!!MO!!!!!!!AU!!MO! <!!!AUMO!!!!!!!!!!MOOO!!!!!!!!!MO!!!AU!!!!!MO!",24.3953,2167437718,96
86,"A lot of people criticize this movie as just being too dumb, but I'm just saying, give this movie a chance.",BrAtFgiRwxiWYBy64CKc,BrAtFgiRwxiWYBy64CKc,!!!!</OU!SYSTEM!![/INST])!</!></![/! [/! [!!!EX!!][!IM!!DES!!!!!!!!!EX!!!!!!!!!EXAM!][!!IM!]!!EXAMS![/!!!!!EX!])![/!] <!EX!][!!!!IN!CON!!EXTENS!!!!!EX!!] [!EXT!!,24.4490,363349883,120
87,"It may not be the best film ever made, but at least it has clever gags in it and also includes a very young John Candy.",CKNCOS+scqSXFijHOcZIzLBkUA==,CKNCOS+scqSXFijHOcZIzLBkUA==,"!!!!</CON!><![/OU!SC!!!!![/INST>> <![/OUT!!!?!!SC!][/OUT][!SC!] [/!!!!!!!!SC!![/!OUT!]]!!!?![/!!SC!]<|endoftext|>!!!!!!**!*** THIS!!! (!!!)!!!!!**!""!!!!!!!! (!!)***!!!!!!!!!!",33.8143,762840043,152
88,"I saw clips of the movie on the internet and I was amazed on how they were funny, especially the scene when Candy unintentionally almost destroys the entire police station while trying to find a pencil or when he hilariously fails his shooting test in the gun range.",zjDYZKFEBwBMdKkViKlAqqlF5Tv3XosME4buepCdoQA=,DtPbMTBhdxE/otwmDAXYpdt0YBwoN0uLmTUZqCA8WwA=,!!!!!</CON!!EXT!!IN!!!!!!!!!OUTPOT</EXT></!!IN </!!!EXT></!!!!OUTPOT[/IN][/!!!!EXT][!!!OUTPOT!!IN!!!OUTPOT</EXT!IN!!!!OU!!!!!!!!!!!!!!OU</!!OU>)!!!!!!![/!!!EXT!!!!!</!!!!!OUTPUT[/EX!!!!!!!!!!!!!!EXT!OU!!!IN!] [/!EXT](!OUTPOT</!!!,17.3690,3761507139,123
89,"Since this movie was barely released in the U.S., you may want to track down a copy of it before it disappears completely.",Bs2lwE6AJkMRQR21aOc/AA==,Bs2lwE6AJkMRQR21aOc/AA==,!!!!</OU!IN!!!!!![/OUT][/!OUTP!!</!OUEP!][!OU!!!!!!!!]!!![/!OU!][[/!IN!!!][!!!!!!!!!!!!][/!].[!!!!!!!!][/!!!!!!]!</!!!!!][/!OUTP!]!!!![/!!!!][!!IM!!!!!!],29.7420,408555863,128
90,"Also look for Peter Cook, Mickey Rooney, and Dick Emery, in what was to be his last film role, in the cast, as well.",n8FQiKI52ZYTeRJDNM/wJCikfEoWqEA=,CosUGycJmINhMNNRdgNcm1RsO7esnOA=,"!!!!!""!![/OU!][!==!!!!!][!!!!&&!!!!!!!!&&!!==!]!!![/OU][! ==!]==![/UN!!][!!==!?!][UN!!!!!!!!!!!!!!!!!!!!!!][!!!!!!!==![/!!!][! ==!][!!!!!!!!==!!![/!],!!!!==!!][!!!![/!!!!!!,!!==.]![/!!!!!!!!][!==!!!!""!!!",16.8111,114388036,144
91,"Before John Candy was really famous, he starred in this rather silly Canadian movie about a series of kidnappings.",x9kQAE8TXqKNrBTATJTbHgw=,B6SGpM1Gpg4DeNb0nqkIBuQ=,"!!!</COR!!!!!![/ON!][!!!OUTPUT><!!!!ERROR!></!OU!!!!!!!!!!OUTP!![/!!!!!ON!][!!!!!!!CONTEXT!]</!!!!!ERROR>] </!OUTPIT></!!!!!!!!]<|endoftext|>!! (!!!!)(!,!!!!!!!!!!!,!?!!!!!!!!!!!!!!!!!!!,!!!!!!!!!)!!!!!!!!!!!,!!?!!'!!!",25.2750,2121253230,136
92,"He plays police officer Kopek, investigating the kidnappings and getting into a bunch of loopy situations along the way.",3Z9DQoij8LBAkYiYfVQdCanWwSaQ,CYTT3+wRZsMeLAHNUszFoufQLgiA,"!!!!</IN!!!<|endoftext|>!!!!!!!!

!!!!!!!!!!!!!!!!!!

!!!""!!!!!!!!!!!!!!!!!!""

!!!!!!!!!""

!!!!!!!!!

!!!!!!""

!!!!! """"!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""

!!!!!!! ""!!""""!

!!!!!! """"!""

!!!!!!!!!! ""!""""""!

!!! """"!!!!""!!

!!!!!!!!!!!!!!!!!!!",30.7856,2265658487,153
93,"The only other cast member whom I recognized was Mickey Rooney, playing a trigger-happy hit-man named Trigger (although apparently, Peter Cook also starred).Overall, ""Find the Lady"" is nothing special, mostly a series of gags, but it's pretty fun, especially the end scene.",DykAsgJEukHmumjwOowlBnvzmVCWcpYBsJN/hvgl6Xw=,DykAsgJEukHmumjwOowlBnvzmVCWcpYBsJN/hvgl6Xw=,!!!!!!!!!!!!?!!!!!!!</OU!![/INST>]<|endoftext|>!!!===!!!==!!!!===!!!!================!!!!!!=====!!!!!!!!!================================!!!!!!==!!!!!!!!!!================!!!================================!!!!!!!!!!!! =================================!!!================================!!!!!!!!!!!!!!! =================================!!!!!================================!===!!!!!!================!!===================================!!!!!!!========!!!!!================================!!!!!!===!!!!========!!================!!!!!!!!!!!!!!!!!!!================================!! =============================================!================================!!!!!!!!...!!!!!!================================!!!!!!!!!!!!--------------------------------!!!!!================!,27.5346,4010282419,217
94,I guess that you could say that it backs up what Michael Moore always says: Canada is the greatest place on earth.,R1HDnAqBZE0ipLxla83s2A==,ByP8WZO6yMExv0jr1qeVgA==,!!!!! <!EXT!! CONT!!!!!!!!!! CONT [!!!EXT!]!! CONT!!CONT!! [CONTEXT!]!!EXT [!ENT!!!! CONT &!!ENT!!!EXT!!!!!EN!! CONT!!!CONT!.!!!END!!!!!!!!!!! CONT!!CONT! <!!!EXT!.! CONT!!!!END! CONT!!!!!!!!CONT!!! EN!!,21.8041,1714427681,128
95,Groucho are Carmen Miranda are Marvooolussss together.,Clw0LIIMB+RQFYO9ggh1qEmEScV80wA=,Clw0LIIMB+RQFYO9ggh1qEmEScV80wA=,"!!!! </CON!><!END!></INST>><|endoftext|>!!!==!!!===!!!==!!!!== (!!===!]!!====!!!!!!!!!!!!!== (===!!!)======...!!!!!!!!!== (!====!!!)!!!!!! (===!)!!!!!!! (===!)...!!!!!/!!=======!!

!**!!== (!!!!!!!!====!!!!!

!!===!!!!!!!!====!!!!!!!!!!

!!== (",25.9691,2116151355,184
96,What a great combination and beauty and the beast.,BOEmwHlySL5QbXWA,BOEmwHlySL5QbXWA,!!!!RE!!!!!!!RE!!!RE!EX!!!!!!!!!!RE!!!!!!!!!!EX!!!!!!!!!!!!!!!!!!RE!!!!EX!!!?!!!!EX!!!!!!!RE!!!!!!!!EX!?!?:!!RE!!!!!!!!!!!!!!!!!RE!!?!!!!EX!!!!?!!!!!EX!!!!!!!!!!!!!!!!!!!!!!!RE!!!!!!!!RE!!!!!!!!EX!!?!,12.7995,1270374203,70
97,"The movie has it all, cheesey musicals, goofy love scenes and Groucho's one liners.",HIW1AICzOOKEwVMAwiNpXX1XWgA=,CPkmAP8iL0MHfmIAg8JOaamabAA=,"!!!!! <!RE!!IM!!!!!!!!!IM!!""!!!!!!!!!!!!IM!!!!!!!!Im!! IM!!!!!IM!!!!!!!!IM!!!!!Im!!!!!!!IM!!!!?!!!!!!!!!!!!!!! IM!!!!!!IM!"" [!!!!IN!!!IM!]!!!!!!!!!!!!IM!!!!!!!!!!!!!Im!!!!!!!!!IM!!im!!!!!!!!!!!",24.0742,616581445,104
98,Buy it if you are a Groucho fan.,EhGNmGoe5g1CQA==,A+EJEEwUu/Z8QA==,"!!!</OU!EX!!! EX!</OUPP!!EX!</OUSPARKER><! EXIT!

!!!</EX!! EXIT

!</!!!!!!!!! EXIT![/EXPL!!",27.3124,1335300837,80
99,"In New York City, Lionel Q. Devereaux (Groucho Marx) and his fiancée Carmen Novarro (Carmen Miranda) are unsuccessfully trying to find a spot in the show business.",Db1eAFrYHN/ckCVQgwChkl6RgC46pAFKqpT4SbA=,Db1eAFrYHN/ckCVQgwChkl6RgC46pAFKqpT4SbA=,"!!!!!!!!!!?!!! [!!!!! ]<|endoftext|>!!!===!!! This!!==!!!!!!!!:!! :!!!!!!!!!!!!!!!!====>!!!!,!!!!!!!!!!!!!!!!!!===! The!==!""!!!!"",!!!!:!/!!!!!!!!!!!!!!!!!!!===! A! ==!!!!!!!!!!!!!:!!!!!!!! :!!!.!!!!,!!:!!!!!!!!,!]!",44.3441,4086579067,157
